Student_ID,Q1_Age_Group,Q2_Year_of_Study,Q3_Field_of_Study,Q4_Platform,Q5_Course_Type,Q6_Course_Duration,Q7_Daily_Study_Time,Q8_Weekly_Study_Days,Q9_Study_Schedule_Regularity,Q10_Time_Management_Rating,Q11_Assignment_Completion,Q12_Video_Watching_Freq,Q13_Forum_Participation,Q14_Break_Frequency,Q15_Course_Difficulty,Q16_Motivation_Level,Q17_Internet_Quality,Q18_Main_Device,Q19_Course_Completed,Q20_Dropout_Reason,Q21_Overall_Satisfaction,Q22_Future_Course_Likelihood
STU_13083,24–26,4th Year,Engineering,Udemy,Programming / Technology,Less than 2 weeks,Less than 30 minutes,6 days,2,1,Often,Rarely,Often,Rarely,Very Easy,4,Excellent,Tablet,Yes,I completed the course,4,Definitely Yes
STU_13084,18–20,4th Year,Science,Udemy,Business / Management,1–3 months,1–2 hours,2–3 days,1,3,Rarely,Often,Often,Never,Moderate,2,Excellent,Laptop,Yes,I completed the course,4,Definitely Yes
STU_13085,24–26,Other,Engineering,edX,Other,3–6 months,2–3 hours,6 days,4,4,Often,Almost Always,Not Available in My Course,Often,Difficult,4,Very Good,Tablet,Yes,I completed the course,4,Definitely Yes
STU_13086,18–20,2nd Year,Other,LinkedIn Learning,Language Learning,Less than 2 weeks,Less than 30 minutes,2–3 days,3,1,Rarely,Rarely,Rarely,Sometimes,Very Easy,2,Very Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_13087,18–20,Other,Other,Other,Other,More than 6 months,More than 3 hours,2–3 days,4,5,Rarely,Always,Not Available in My Course,Often,Very Difficult,2,Poor,Laptop,Yes,I completed the course,4,Definitely Yes
STU_13088,21–23,4th Year,Other,Other,Artificial Intelligence / Data Science,More than 6 months,More than 3 hours,4–5 days,1,5,Sometimes,Always,Often,Never,Very Difficult,3,Very Good,Tablet,Yes,I completed the course,4,Definitely Yes
STU_13089,21–23,1st Year,Arts / Humanities,Other,Language Learning,3–6 months,2–3 hours,4–5 days,2,4,Sometimes,Almost Always,Never,Rarely,Difficult,3,Poor,Desktop,Yes,I completed the course,4,Definitely Yes
STU_13090,18–20,3rd Year,Business / Management,LinkedIn Learning,Personal Development,2–4 weeks,30 minutes–1 hour,2–3 days,2,2,Rarely,Sometimes,Sometimes,Rarely,Easy,2,Average,Desktop,Yes,I completed the course,4,Definitely Yes
STU_13091,18–20,1st Year,Business / Management,Udemy,Business / Management,Less than 2 weeks,Less than 30 minutes,2–3 days,3,1,Rarely,Rarely,Never,Sometimes,Very Easy,2,Very Good,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_13092,Below 18,Other,Science,NPTEL,Academic Subject,3–6 months,2–3 hours,1 day,3,4,Never,Almost Always,Not Available in My Course,Sometimes,Difficult,1,Excellent,Tablet,No,Internet/technical problems,2,Probably No
STU_13093,21–23,4th Year,Science,YouTube,Business / Management,More than 6 months,More than 3 hours,4–5 days,1,5,Sometimes,Always,Often,Never,Very Difficult,3,Very Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_13094,24–26,3rd Year,Arts / Humanities,Udemy,Artificial Intelligence / Data Science,More than 6 months,More than 3 hours,6 days,3,5,Often,Always,Sometimes,Sometimes,Very Difficult,4,Average,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_13095,Above 26,1st Year,Arts / Humanities,YouTube,Other,More than 6 months,More than 3 hours,Every day,5,5,Always,Always,Never,Very Often,Very Difficult,5,Excellent,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_13096,Above 26,3rd Year,Business / Management,Udemy,Academic Subject,3–6 months,2–3 hours,Every day,1,4,Always,Almost Always,Sometimes,Never,Difficult,5,Average,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_13097,24–26,4th Year,Other,Coursera,Other,2–4 weeks,30 minutes–1 hour,6 days,1,2,Often,Sometimes,Often,Never,Easy,4,Good,Tablet,Yes,I completed the course,4,Definitely Yes
STU_13098,24–26,Other,Science,Coursera,Artificial Intelligence / Data Science,Less than 2 weeks,Less than 30 minutes,6 days,2,1,Often,Rarely,Not Available in My Course,Rarely,Very Easy,4,Excellent,Tablet,Yes,I completed the course,4,Definitely Yes
STU_13099,21–23,1st Year,Computer Science / IT,Udemy,Personal Development,3–6 months,2–3 hours,4–5 days,2,4,Sometimes,Almost Always,Never,Rarely,Difficult,3,Poor,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_13100,Above 26,Other,Engineering,LinkedIn Learning,Language Learning,More than 6 months,More than 3 hours,Every day,5,5,Always,Always,Not Available in My Course,Very Often,Very Difficult,5,Excellent,Laptop,Yes,I completed the course,4,Definitely Yes
STU_13101,Above 26,3rd Year,Computer Science / IT,Coursera,Programming / Technology,3–6 months,2–3 hours,Every day,1,4,Always,Almost Always,Sometimes,Never,Difficult,5,Average,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_13102,18–20,1st Year,Computer Science / IT,Udemy,Language Learning,More than 6 months,More than 3 hours,2–3 days,4,5,Rarely,Always,Never,Often,Very Difficult,2,Poor,Desktop,Yes,I completed the course,4,Definitely Yes
STU_13103,21–23,1st Year,Business / Management,YouTube,Artificial Intelligence / Data Science,More than 6 months,More than 3 hours,4–5 days,1,5,Sometimes,Always,Never,Never,Very Difficult,3,Very Good,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_13104,18–20,4th Year,Engineering,Other,Academic Subject,1–3 months,1–2 hours,2–3 days,1,3,Rarely,Often,Often,Never,Moderate,2,Excellent,Laptop,Yes,I completed the course,4,Definitely Yes
STU_13105,18–20,Postgraduate,Arts / Humanities,Coursera,Artificial Intelligence / Data Science,2–4 weeks,30 minutes–1 hour,2–3 days,2,2,Rarely,Sometimes,Very Often,Rarely,Easy,2,Average,Desktop,Yes,I completed the course,4,Definitely Yes
STU_13106,21–23,3rd Year,Arts / Humanities,YouTube,Programming / Technology,2–4 weeks,30 minutes–1 hour,4–5 days,4,2,Sometimes,Sometimes,Sometimes,Often,Easy,3,Excellent,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_13107,21–23,Postgraduate,Business / Management,Coursera,Academic Subject,Less than 2 weeks,Less than 30 minutes,4–5 days,5,1,Sometimes,Rarely,Very Often,Very Often,Very Easy,3,Average,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_13108,21–23,Other,Other,edX,Language Learning,More than 6 months,More than 3 hours,4–5 days,1,5,Sometimes,Always,Not Available in My Course,Never,Very Difficult,3,Very Good,Tablet,Yes,I completed the course,4,Definitely Yes
STU_13109,Below 18,3rd Year,Arts / Humanities,Other,Artificial Intelligence / Data Science,2–4 weeks,30 minutes–1 hour,1 day,5,2,Never,Sometimes,Sometimes,Very Often,Easy,1,Very Good,Smartphone,No,Academic or work commitments,2,Probably No
STU_13110,18–20,1st Year,Arts / Humanities,Other,Language Learning,2–4 weeks,30 minutes–1 hour,2–3 days,2,2,Rarely,Sometimes,Never,Rarely,Easy,2,Average,Desktop,Yes,I completed the course,4,Definitely Yes
STU_13111,18–20,Postgraduate,Arts / Humanities,NPTEL,Artificial Intelligence / Data Science,Less than 2 weeks,Less than 30 minutes,2–3 days,3,1,Rarely,Rarely,Very Often,Sometimes,Very Easy,2,Very Good,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_13112,18–20,3rd Year,Arts / Humanities,YouTube,Academic Subject,More than 6 months,More than 3 hours,2–3 days,4,5,Rarely,Always,Sometimes,Often,Very Difficult,2,Poor,Desktop,Yes,I completed the course,4,Definitely Yes
STU_13113,Below 18,4th Year,Engineering,Udemy,Personal Development,1–3 months,1–2 hours,1 day,4,3,Never,Often,Often,Often,Moderate,1,Average,Laptop,No,Loss of motivation,2,Probably No
STU_13114,18–20,1st Year,Computer Science / IT,YouTube,Business / Management,1–3 months,1–2 hours,2–3 days,1,3,Rarely,Often,Never,Never,Moderate,2,Excellent,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_13115,18–20,3rd Year,Arts / Humanities,Other,Other,2–4 weeks,30 minutes–1 hour,2–3 days,2,2,Rarely,Sometimes,Sometimes,Rarely,Easy,2,Average,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_13116,24–26,2nd Year,Other,LinkedIn Learning,Programming / Technology,1–3 months,1–2 hours,6 days,5,3,Often,Often,Rarely,Very Often,Moderate,4,Poor,Tablet,Yes,I completed the course,4,Definitely Yes
STU_13117,24–26,3rd Year,Business / Management,Other,Language Learning,2–4 weeks,30 minutes–1 hour,6 days,1,2,Often,Sometimes,Sometimes,Never,Easy,4,Good,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_13118,21–23,3rd Year,Arts / Humanities,edX,Business / Management,More than 6 months,More than 3 hours,4–5 days,1,5,Sometimes,Always,Sometimes,Never,Very Difficult,3,Very Good,Desktop,Yes,I completed the course,4,Definitely Yes
STU_13119,24–26,1st Year,Arts / Humanities,Coursera,Artificial Intelligence / Data Science,More than 6 months,More than 3 hours,6 days,3,5,Often,Always,Never,Sometimes,Very Difficult,4,Average,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_13120,24–26,2nd Year,Engineering,LinkedIn Learning,Artificial Intelligence / Data Science,3–6 months,2–3 hours,6 days,4,4,Often,Almost Always,Rarely,Often,Difficult,4,Very Good,Tablet,Yes,I completed the course,4,Definitely Yes
STU_13121,18–20,1st Year,Business / Management,Coursera,Academic Subject,Less than 2 weeks,Less than 30 minutes,2–3 days,3,1,Rarely,Rarely,Never,Sometimes,Very Easy,2,Very Good,Desktop,Yes,I completed the course,4,Definitely Yes
STU_13122,Below 18,1st Year,Arts / Humanities,LinkedIn Learning,Academic Subject,3–6 months,2–3 hours,1 day,3,4,Never,Almost Always,Never,Sometimes,Difficult,1,Excellent,Smartphone,No,Course was too difficult,2,Probably No
STU_13123,Above 26,4th Year,Science,Coursera,Business / Management,2–4 weeks,30 minutes–1 hour,Every day,3,2,Always,Sometimes,Often,Sometimes,Easy,5,Poor,Laptop,Yes,I completed the course,4,Definitely Yes
STU_13124,Above 26,2nd Year,Science,Coursera,Personal Development,Less than 2 weeks,Less than 30 minutes,Every day,4,1,Always,Rarely,Rarely,Often,Very Easy,5,Good,Tablet,Yes,I completed the course,4,Definitely Yes
STU_13125,Below 18,1st Year,Arts / Humanities,Udemy,Programming / Technology,Less than 2 weeks,Less than 30 minutes,1 day,1,1,Never,Rarely,Never,Never,Very Easy,1,Poor,Desktop,Yes,I completed the course,4,Definitely Yes
STU_13126,Above 26,1st Year,Computer Science / IT,Coursera,Artificial Intelligence / Data Science,3–6 months,2–3 hours,Every day,1,4,Always,Almost Always,Never,Never,Difficult,5,Average,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_13127,18–20,Other,Engineering,edX,Other,More than 6 months,More than 3 hours,2–3 days,4,5,Rarely,Always,Not Available in My Course,Often,Very Difficult,2,Poor,Laptop,Yes,I completed the course,4,Definitely Yes
STU_13128,21–23,2nd Year,Other,NPTEL,Programming / Technology,More than 6 months,More than 3 hours,4–5 days,1,5,Sometimes,Always,Rarely,Never,Very Difficult,3,Very Good,Tablet,Yes,I completed the course,4,Definitely Yes
STU_13129,21–23,Postgraduate,Arts / Humanities,Coursera,Programming / Technology,3–6 months,2–3 hours,4–5 days,2,4,Sometimes,Almost Always,Very Often,Rarely,Difficult,3,Poor,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_13130,21–23,Postgraduate,Computer Science / IT,LinkedIn Learning,Programming / Technology,1–3 months,1–2 hours,4–5 days,3,3,Sometimes,Often,Very Often,Sometimes,Moderate,3,Good,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_13131,Above 26,3rd Year,Computer Science / IT,Other,Language Learning,3–6 months,2–3 hours,Every day,1,4,Always,Almost Always,Sometimes,Never,Difficult,5,Average,Desktop,Yes,I completed the course,4,Definitely Yes
STU_13132,18–20,2nd Year,Engineering,Other,Academic Subject,More than 6 months,More than 3 hours,2–3 days,4,5,Rarely,Always,Rarely,Often,Very Difficult,2,Poor,Laptop,Yes,I completed the course,4,Definitely Yes
STU_13133,Below 18,2nd Year,Science,edX,Personal Development,1–3 months,1–2 hours,1 day,4,3,Never,Often,Rarely,Often,Moderate,1,Average,Laptop,No,Academic or work commitments,2,Probably No
STU_13134,21–23,Other,Science,LinkedIn Learning,Artificial Intelligence / Data Science,3–6 months,2–3 hours,4–5 days,2,4,Sometimes,Almost Always,Not Available in My Course,Rarely,Difficult,3,Poor,Tablet,Yes,I completed the course,4,Definitely Yes
STU_13135,24–26,2nd Year,Engineering,YouTube,Business / Management,3–6 months,2–3 hours,6 days,4,4,Often,Almost Always,Rarely,Often,Difficult,4,Very Good,Tablet,Yes,I completed the course,4,Definitely Yes
STU_13136,21–23,Postgraduate,Computer Science / IT,YouTube,Personal Development,2–4 weeks,30 minutes–1 hour,4–5 days,4,2,Sometimes,Sometimes,Very Often,Often,Easy,3,Excellent,Desktop,Yes,I completed the course,4,Definitely Yes
STU_13137,21–23,4th Year,Engineering,NPTEL,Personal Development,Less than 2 weeks,Less than 30 minutes,4–5 days,5,1,Sometimes,Rarely,Often,Very Often,Very Easy,3,Average,Tablet,Yes,I completed the course,4,Definitely Yes
STU_13138,Below 18,4th Year,Science,Coursera,Personal Development,1–3 months,1–2 hours,1 day,4,3,Never,Often,Often,Often,Moderate,1,Average,Laptop,No,Course was too difficult,2,Probably No
STU_13139,21–23,3rd Year,Arts / Humanities,edX,Business / Management,3–6 months,2–3 hours,4–5 days,2,4,Sometimes,Almost Always,Sometimes,Rarely,Difficult,3,Poor,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_13140,Above 26,Postgraduate,Business / Management,LinkedIn Learning,Other,More than 6 months,More than 3 hours,Every day,5,5,Always,Always,Very Often,Very Often,Very Difficult,5,Excellent,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_13141,21–23,4th Year,Science,Udemy,Personal Development,2–4 weeks,30 minutes–1 hour,4–5 days,4,2,Sometimes,Sometimes,Often,Often,Easy,3,Excellent,Laptop,Yes,I completed the course,4,Definitely Yes
STU_13142,21–23,2nd Year,Science,Other,Personal Development,Less than 2 weeks,Less than 30 minutes,4–5 days,5,1,Sometimes,Rarely,Rarely,Very Often,Very Easy,3,Average,Tablet,Yes,I completed the course,4,Definitely Yes
STU_13143,18–20,Postgraduate,Business / Management,YouTube,Personal Development,3–6 months,2–3 hours,2–3 days,5,4,Rarely,Almost Always,Very Often,Very Often,Difficult,2,Good,Desktop,Yes,I completed the course,4,Definitely Yes
STU_13144,18–20,2nd Year,Engineering,edX,Academic Subject,1–3 months,1–2 hours,2–3 days,1,3,Rarely,Often,Rarely,Never,Moderate,2,Excellent,Tablet,Yes,I completed the course,4,Definitely Yes
STU_13145,21–23,4th Year,Other,edX,Programming / Technology,1–3 months,1–2 hours,4–5 days,3,3,Sometimes,Often,Often,Sometimes,Moderate,3,Good,Tablet,Yes,I completed the course,4,Definitely Yes
STU_13146,18–20,2nd Year,Other,Udemy,Programming / Technology,Less than 2 weeks,Less than 30 minutes,2–3 days,3,1,Rarely,Rarely,Rarely,Sometimes,Very Easy,2,Very Good,Tablet,Yes,I completed the course,4,Definitely Yes
STU_13147,18–20,1st Year,Computer Science / IT,YouTube,Academic Subject,More than 6 months,More than 3 hours,2–3 days,4,5,Rarely,Always,Never,Often,Very Difficult,2,Poor,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_13148,24–26,1st Year,Business / Management,edX,Other,Less than 2 weeks,Less than 30 minutes,6 days,2,1,Often,Rarely,Never,Rarely,Very Easy,4,Excellent,Desktop,Yes,I completed the course,4,Definitely Yes
STU_13149,18–20,Other,Science,LinkedIn Learning,Language Learning,1–3 months,1–2 hours,2–3 days,1,3,Rarely,Often,Not Available in My Course,Never,Moderate,2,Excellent,Laptop,Yes,I completed the course,4,Definitely Yes
STU_13150,24–26,4th Year,Science,Udemy,Artificial Intelligence / Data Science,3–6 months,2–3 hours,6 days,4,4,Often,Almost Always,Often,Often,Difficult,4,Very Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_13151,Above 26,4th Year,Other,edX,Academic Subject,3–6 months,2–3 hours,Every day,1,4,Always,Almost Always,Often,Never,Difficult,5,Average,Laptop,Yes,I completed the course,4,Definitely Yes
STU_13152,Below 18,Postgraduate,Business / Management,Udemy,Academic Subject,3–6 months,2–3 hours,1 day,3,4,Never,Almost Always,Very Often,Sometimes,Difficult,1,Excellent,Smartphone,No,Lack of time,2,Probably No
STU_13153,21–23,3rd Year,Business / Management,NPTEL,Artificial Intelligence / Data Science,More than 6 months,More than 3 hours,4–5 days,1,5,Sometimes,Always,Sometimes,Never,Very Difficult,3,Very Good,Desktop,Yes,I completed the course,4,Definitely Yes
STU_13154,Below 18,4th Year,Other,Coursera,Artificial Intelligence / Data Science,2–4 weeks,30 minutes–1 hour,1 day,5,2,Never,Sometimes,Often,Very Often,Easy,1,Very Good,Tablet,No,Course was too difficult,2,Probably No
STU_13155,Above 26,4th Year,Engineering,YouTube,Programming / Technology,More than 6 months,More than 3 hours,Every day,5,5,Always,Always,Often,Very Often,Very Difficult,5,Excellent,Tablet,Yes,I completed the course,4,Definitely Yes
STU_13156,18–20,2nd Year,Engineering,YouTube,Business / Management,Less than 2 weeks,Less than 30 minutes,2–3 days,3,1,Rarely,Rarely,Rarely,Sometimes,Very Easy,2,Very Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_13157,Above 26,3rd Year,Arts / Humanities,LinkedIn Learning,Academic Subject,1–3 months,1–2 hours,Every day,2,3,Always,Often,Sometimes,Rarely,Moderate,5,Very Good,Desktop,Yes,I completed the course,4,Definitely Yes
STU_13158,Above 26,4th Year,Engineering,LinkedIn Learning,Programming / Technology,2–4 weeks,30 minutes–1 hour,Every day,3,2,Always,Sometimes,Often,Sometimes,Easy,5,Poor,Laptop,Yes,I completed the course,4,Definitely Yes
STU_13159,18–20,4th Year,Science,Udemy,Academic Subject,1–3 months,1–2 hours,2–3 days,1,3,Rarely,Often,Often,Never,Moderate,2,Excellent,Laptop,Yes,I completed the course,4,Definitely Yes
STU_13160,18–20,2nd Year,Science,Udemy,Programming / Technology,2–4 weeks,30 minutes–1 hour,2–3 days,2,2,Rarely,Sometimes,Rarely,Rarely,Easy,2,Average,Tablet,Yes,I completed the course,4,Definitely Yes
STU_13161,18–20,Other,Science,Udemy,Business / Management,Less than 2 weeks,Less than 30 minutes,2–3 days,3,1,Rarely,Rarely,Not Available in My Course,Sometimes,Very Easy,2,Very Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_13162,24–26,Other,Other,Other,Business / Management,2–4 weeks,30 minutes–1 hour,6 days,1,2,Often,Sometimes,Not Available in My Course,Never,Easy,4,Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_13163,21–23,3rd Year,Arts / Humanities,Coursera,Academic Subject,More than 6 months,More than 3 hours,4–5 days,1,5,Sometimes,Always,Sometimes,Never,Very Difficult,3,Very Good,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_13164,Above 26,2nd Year,Other,LinkedIn Learning,Academic Subject,Less than 2 weeks,Less than 30 minutes,Every day,4,1,Always,Rarely,Rarely,Often,Very Easy,5,Good,Tablet,Yes,I completed the course,4,Definitely Yes
STU_13165,18–20,4th Year,Science,Udemy,Language Learning,2–4 weeks,30 minutes–1 hour,2–3 days,2,2,Rarely,Sometimes,Often,Rarely,Easy,2,Average,Tablet,Yes,I completed the course,4,Definitely Yes
STU_13166,24–26,Postgraduate,Computer Science / IT,Coursera,Personal Development,1–3 months,1–2 hours,6 days,5,3,Often,Often,Very Often,Very Often,Moderate,4,Poor,Desktop,Yes,I completed the course,4,Definitely Yes
STU_13167,21–23,Postgraduate,Business / Management,Udemy,Programming / Technology,Less than 2 weeks,Less than 30 minutes,4–5 days,5,1,Sometimes,Rarely,Very Often,Very Often,Very Easy,3,Average,Desktop,Yes,I completed the course,4,Definitely Yes
STU_13168,18–20,Other,Other,Coursera,Artificial Intelligence / Data Science,3–6 months,2–3 hours,2–3 days,5,4,Rarely,Almost Always,Not Available in My Course,Very Often,Difficult,2,Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_13169,21–23,3rd Year,Arts / Humanities,Other,Business / Management,3–6 months,2–3 hours,4–5 days,2,4,Sometimes,Almost Always,Sometimes,Rarely,Difficult,3,Poor,Desktop,Yes,I completed the course,4,Definitely Yes
STU_13170,18–20,Other,Science,NPTEL,Programming / Technology,2–4 weeks,30 minutes–1 hour,2–3 days,2,2,Rarely,Sometimes,Not Available in My Course,Rarely,Easy,2,Average,Laptop,Yes,I completed the course,4,Definitely Yes
STU_13171,18–20,3rd Year,Business / Management,Other,Other,Less than 2 weeks,Less than 30 minutes,2–3 days,3,1,Rarely,Rarely,Sometimes,Sometimes,Very Easy,2,Very Good,Desktop,Yes,I completed the course,4,Definitely Yes
STU_13172,21–23,2nd Year,Science,NPTEL,Personal Development,Less than 2 weeks,Less than 30 minutes,4–5 days,5,1,Sometimes,Rarely,Rarely,Very Often,Very Easy,3,Average,Laptop,Yes,I completed the course,4,Definitely Yes
STU_13173,Below 18,2nd Year,Other,NPTEL,Other,1–3 months,1–2 hours,1 day,4,3,Never,Often,Rarely,Often,Moderate,1,Average,Laptop,No,Academic or work commitments,2,Probably No
STU_13174,18–20,3rd Year,Business / Management,Udemy,Programming / Technology,1–3 months,1–2 hours,2–3 days,1,3,Rarely,Often,Sometimes,Never,Moderate,2,Excellent,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_13175,Above 26,2nd Year,Science,Other,Programming / Technology,More than 6 months,More than 3 hours,Every day,5,5,Always,Always,Rarely,Very Often,Very Difficult,5,Excellent,Tablet,Yes,I completed the course,4,Definitely Yes
STU_13176,Above 26,Postgraduate,Business / Management,Other,Business / Management,3–6 months,2–3 hours,Every day,1,4,Always,Almost Always,Very Often,Never,Difficult,5,Average,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_13177,18–20,Other,Other,YouTube,Business / Management,More than 6 months,More than 3 hours,2–3 days,4,5,Rarely,Always,Not Available in My Course,Often,Very Difficult,2,Poor,Tablet,Yes,I completed the course,4,Definitely Yes
STU_13178,18–20,4th Year,Other,Udemy,Artificial Intelligence / Data Science,3–6 months,2–3 hours,2–3 days,5,4,Rarely,Almost Always,Often,Very Often,Difficult,2,Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_13179,Below 18,3rd Year,Computer Science / IT,edX,Academic Subject,2–4 weeks,30 minutes–1 hour,1 day,5,2,Never,Sometimes,Sometimes,Very Often,Easy,1,Very Good,Smartphone,No,Lack of interest,2,Probably No
STU_13180,Below 18,1st Year,Computer Science / IT,YouTube,Artificial Intelligence / Data Science,Less than 2 weeks,Less than 30 minutes,1 day,1,1,Never,Rarely,Never,Never,Very Easy,1,Poor,Desktop,Yes,I completed the course,4,Definitely Yes
STU_13181,Above 26,1st Year,Business / Management,Other,Academic Subject,3–6 months,2–3 hours,Every day,1,4,Always,Almost Always,Never,Never,Difficult,5,Average,Desktop,Yes,I completed the course,4,Definitely Yes
STU_13182,24–26,2nd Year,Other,LinkedIn Learning,Other,2–4 weeks,30 minutes–1 hour,6 days,1,2,Often,Sometimes,Rarely,Never,Easy,4,Good,Laptop,Yes,I completed the course,4,Definitely Yes
STU_13183,18–20,Postgraduate,Arts / Humanities,NPTEL,Academic Subject,3–6 months,2–3 hours,2–3 days,5,4,Rarely,Almost Always,Very Often,Very Often,Difficult,2,Good,Desktop,Yes,I completed the course,4,Definitely Yes
STU_13184,24–26,2nd Year,Science,NPTEL,Programming / Technology,More than 6 months,More than 3 hours,6 days,3,5,Often,Always,Rarely,Sometimes,Very Difficult,4,Average,Laptop,Yes,I completed the course,4,Definitely Yes
STU_13185,Above 26,Postgraduate,Business / Management,Other,Other,More than 6 months,More than 3 hours,Every day,5,5,Always,Always,Very Often,Very Often,Very Difficult,5,Excellent,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_13186,24–26,2nd Year,Engineering,YouTube,Other,1–3 months,1–2 hours,6 days,5,3,Often,Often,Rarely,Very Often,Moderate,4,Poor,Laptop,Yes,I completed the course,4,Definitely Yes
STU_13187,18–20,2nd Year,Science,Udemy,Academic Subject,More than 6 months,More than 3 hours,2–3 days,4,5,Rarely,Always,Rarely,Often,Very Difficult,2,Poor,Tablet,Yes,I completed the course,4,Definitely Yes
STU_13188,Above 26,Postgraduate,Business / Management,edX,Business / Management,2–4 weeks,30 minutes–1 hour,Every day,3,2,Always,Sometimes,Very Often,Sometimes,Easy,5,Poor,Desktop,Yes,I completed the course,4,Definitely Yes
STU_13189,24–26,3rd Year,Business / Management,Udemy,Business / Management,More than 6 months,More than 3 hours,6 days,3,5,Often,Always,Sometimes,Sometimes,Very Difficult,4,Average,Desktop,Yes,I completed the course,4,Definitely Yes
STU_13190,Below 18,1st Year,Business / Management,Udemy,Personal Development,Less than 2 weeks,Less than 30 minutes,1 day,1,1,Never,Rarely,Never,Never,Very Easy,1,Poor,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_13191,24–26,Postgraduate,Business / Management,LinkedIn Learning,Language Learning,1–3 months,1–2 hours,6 days,5,3,Often,Often,Very Often,Very Often,Moderate,4,Poor,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_13192,Below 18,3rd Year,Business / Management,LinkedIn Learning,Academic Subject,3–6 months,2–3 hours,1 day,3,4,Never,Almost Always,Sometimes,Sometimes,Difficult,1,Excellent,Smartphone,No,Lack of time,2,Probably No
STU_13193,21–23,3rd Year,Arts / Humanities,Other,Artificial Intelligence / Data Science,More than 6 months,More than 3 hours,4–5 days,1,5,Sometimes,Always,Sometimes,Never,Very Difficult,3,Very Good,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_13194,21–23,4th Year,Engineering,Coursera,Personal Development,3–6 months,2–3 hours,4–5 days,2,4,Sometimes,Almost Always,Often,Rarely,Difficult,3,Poor,Tablet,Yes,I completed the course,4,Definitely Yes
STU_13195,21–23,Other,Other,Coursera,Other,1–3 months,1–2 hours,4–5 days,3,3,Sometimes,Often,Not Available in My Course,Sometimes,Moderate,3,Good,Tablet,Yes,I completed the course,4,Definitely Yes
STU_13196,24–26,4th Year,Other,NPTEL,Language Learning,1–3 months,1–2 hours,6 days,5,3,Often,Often,Often,Very Often,Moderate,4,Poor,Laptop,Yes,I completed the course,4,Definitely Yes
STU_13197,Below 18,1st Year,Arts / Humanities,YouTube,Programming / Technology,3–6 months,2–3 hours,1 day,3,4,Never,Almost Always,Never,Sometimes,Difficult,1,Excellent,Smartphone,No,Academic or work commitments,2,Probably No
STU_13198,Below 18,Other,Other,Other,Personal Development,1–3 months,1–2 hours,1 day,4,3,Never,Often,Not Available in My Course,Often,Moderate,1,Average,Tablet,No,Course content did not meet expectations,2,Probably No
STU_13199,Above 26,3rd Year,Arts / Humanities,edX,Language Learning,Less than 2 weeks,Less than 30 minutes,Every day,4,1,Always,Rarely,Sometimes,Often,Very Easy,5,Good,Desktop,Yes,I completed the course,4,Definitely Yes
STU_13200,18–20,Postgraduate,Business / Management,Other,Artificial Intelligence / Data Science,2–4 weeks,30 minutes–1 hour,2–3 days,2,2,Rarely,Sometimes,Very Often,Rarely,Easy,2,Average,Smartphone,Yes,I completed the course,4,Definitely Yes
STU_13201,21–23,4th Year,Science,NPTEL,Other,2–4 weeks,30 minutes–1 hour,4–5 days,4,2,Sometimes,Sometimes,Often,Often,Easy,3,Excellent,Tablet,Yes,I completed the course,4,Definitely Yes
STU_13202,18–20,2nd Year,Science,LinkedIn Learning,Personal Development,More than 6 months,More than 3 hours,2–3 days,4,5,Rarely,Always,Rarely,Often,Very Difficult,2,Poor,Tablet,Yes,I completed the course,4,Definitely Yes
